"Version","Variable Order","Class","Dataset Name","Variable Name","Variable Label","Type","CDISC CT Codelist Code(s)","Described Value Domain(s)","Value List","Role","CDISC Notes","Core"
"SDTMIG v3.2","9","Events","DS","DSDECOD","Standardized Disposition Term","Char","C66727",,"","Synonym Qualifier","Controlled terminology for the name of disposition event or protocol milestone. Examples of protocol milestones: INFORMED CONSENT OBTAINED, RANDOMIZED","Req"
"SDTMIG v3.2","10","Events","DS","DSCAT","Category for Disposition Event","Char","C74558",,"","Grouping Qualifier","Used to define a category of related records. DSCAT is now an ""Expected"" variable. DSCAT was permissible in SDTMIG 3.1.1 and earlier versions. The change from ""permissible"" to ""expected"" is based on the requirement to distinguish protocol milestones and/or other events from disposition events. DSCAT may be null if there are only ""disposition events""; however, it is recommended that DSCAT always be populated.","Exp"
"SDTMIG v3.2","11","Events","DS","DSSCAT","Subcategory for Disposition Event","Char","",,"","Grouping Qualifier","A further categorization of disposition event.","Perm"
"SDTMIG v3.2","12","Events","DS","EPOCH","Epoch","Char","C99079",,"","Timing","EPOCH may be used when DSCAT = ""DISPOSITION EVENT"". Examples: SCREENING, TREATMENT, FOLLOW-UP","Perm"
"SDTMIG v3.2","13","Events","DS","DSDTC","Date/Time of Collection","Char","","ISO 8601","","Timing",,"Perm"
"SDTMIG v3.2","14","Events","DS","DSSTDTC","Start Date/Time of Disposition Event","Char","","ISO 8601","","Timing",,"Exp"
"SDTMIG v3.2","15","Events","DS","DSSTDY","Study Day of Start of Disposition Event","Num","",,"","Timing","Study day of start of event relative to the sponsor-defined RFSTDTC.","Perm"
"SDTMIG v3.2","1","Events","DV","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Events","DV","DOMAIN","Domain Abbreviation","Char","",,"DV","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Events","DV","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Events","DV","DVSEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Events","DV","DVREFID","Reference ID","Char","",,"","Identifier","Internal or external identifier.","Perm"
"SDTMIG v3.2","6","Events","DV","DVSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a CRF page.","Perm"
"SDTMIG v3.2","7","Events","DV","DVTERM","Protocol Deviation Term","Char","",,"","Topic","Verbatim name of the protocol deviation criterion. Example: IVRS PROCESS DEVIATION - NO DOSE CALL PERFORMED. The DVTERM values will map to the controlled terminology in DVDECOD, such as TREATMENT DEVIATION.","Req"
"SDTMIG v3.2","8","Events","DV","DVDECOD","Protocol Deviation Coded Term","Char","",,"","Synonym Qualifier","Controlled terminology for the name of the protocol deviation. Examples: SUBJECT NOT WITHDRAWN AS PER PROTOCOL, SELECTION CRITERIA NOT MET, EXCLUDED CONCOMITANT MEDICATION, TREATMENT DEVIATION.","Perm"
"SDTMIG v3.2","9","Events","DV","DVCAT","Category for Protocol Deviation","Char","",,"","Grouping Qualifier","Category of the protocol deviation criterion.","Perm"
"SDTMIG v3.2","10","Events","DV","DVSCAT","Subcategory for Protocol Deviation","Char","",,"","Grouping Qualifier","A further categorization of the protocol deviation.","Perm"
"SDTMIG v3.2","11","Events","DV","EPOCH","Epoch","Char","C99079",,"","Timing","Epoch associated with the start date/time of the deviation. Examples: TREATMENT PHASE, SCREENING, and FOLLOW-UP.","Perm"
"SDTMIG v3.2","12","Events","DV","DVSTDTC","Start Date/Time of Deviation","Char","","ISO 8601","","Timing","Start date/time of deviation represented in ISO 8601 character format.","Perm"
"SDTMIG v3.2","13","Events","DV","DVENDTC","End Date/Time of Deviation","Char","","ISO 8601","","Timing","End date/time of deviation represented in ISO 8601 character format.","Perm"
"SDTMIG v3.2","1","Events","HO","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Events","HO","DOMAIN","Domain Abbreviation","Char","",,"HO","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Events","HO","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Events","HO","HOSEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Events","HO","HOGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain for a subject.","Perm"
"SDTMIG v3.2","6","Events","HO","HOREFID","Reference ID","Char","",,"","Identifier","Internal or external healthcare encounter identifier.","Perm"
"SDTMIG v3.2","7","Events","HO","HOSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined identifier. It may be pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a Healthcare encounters page.","Perm"
"SDTMIG v3.2","8","Events","HO","HOTERM","Reported Term for the Healthcare Encounter","Char","",,"","Topic","Verbatim or preprinted CRF term for the healthcare encounter.","Req"
"SDTMIG v3.2","9","Events","HO","HODECOD","Dictionary-Derived Term for the Healthcare Encounter","Char","",,"","Synonym Qualifier","Dictionary or sponsor-defined derived text description of HOTERM or the modified topic variable (HOMODIFY).","Perm"
"SDTMIG v3.2","10","Events","HO","HOCAT","Category for Healthcare Encounter","Char","",,"","Grouping Qualifier","Used to define a category of topic-related values.","Perm"
"SDTMIG v3.2","11","Events","HO","HOSCAT","Subcategory for Healthcare Encounter","Char","",,"","Grouping Qualifier","A further categorization of HOCAT values.","Perm"
"SDTMIG v3.2","12","Events","HO","HOPRESP","Pre-Specified Healthcare Encounter","Char","C66742",,"","Record Qualifier","A value of ""Y"" indicates that this healthcare encounter event was pre-specified on the CRF. Values are null for spontaneously reported events (i.e., those collected as free-text verbatim terms)","Perm"
"SDTMIG v3.2","13","Events","HO","HOOCCUR","Healthcare Encounter Occurrence","Char","C66742",,"","Record Qualifier","Used when the occurrence of specific healthcare encounters is solicited to indicate whether or not an encounter occurred. Values are null for spontaneously reported events.","Perm"
"SDTMIG v3.2","14","Events","HO","HOSTAT","Completion Status","Char","C66789",,"","Record Qualifier","The status indicates that the pre-specified question was not answered.","Perm"
"SDTMIG v3.2","15","Events","HO","HOREASND","Reason Healthcare Encounter Not Done","Char","",,"","Record Qualifier","Describes the reason data for a pre-specified event was not collected. Used in conjunction with HOSTAT when value is NOT DONE.","Perm"
"SDTMIG v3.2","16","Events","HO","HODTC","Date/Time of Event Collection","Char","","ISO 8601","","Timing","Collection date and time of the healthcare encounter.","Perm"
"SDTMIG v3.2","17","Events","HO","HOSTDTC","Start Date/Time of Healthcare Encounter","Char","","ISO 8601","","Timing","Start date/time of the healthcare encounter (e.g., date of admission).","Exp"
"SDTMIG v3.2","18","Events","HO","HOENDTC","End Date/Time of Healthcare Encounter","Char","","ISO 8601","","Timing","End date/time of the healthcare encounter (date of discharge).","Perm"
"SDTMIG v3.2","19","Events","HO","HODY","Study Day of Event Collection","Num","",,"","Timing","Study day of event collection relative to the sponsor-defined RFSTDTC.","Perm"
"SDTMIG v3.2","20","Events","HO","HOSTDY","Study Day of Start of Healthcare Encounter","Num","",,"","Timing","Study day of the start of the healthcare encounter relative to the sponsor-defined RFSTDTC.","Perm"
"SDTMIG v3.2","21","Events","HO","HOENDY","Study Day of End of Healthcare Encounter","Num","",,"","Timing","Study day of the end of the healthcare encounter relative to the sponsor-defined RFSTDTC.","Perm"
"SDTMIG v3.2","22","Events","HO","HODUR","Duration of Healthcare Encounter","Char","","ISO 8601","","Timing","Collected duration of the healthcare encounter. Used only if collected on the CRF and not derived from the start and end date/times. Example: P1DT2H (for 1 day, 2 hours).","Perm"
"SDTMIG v3.2","23","Events","HO","HOSTRTPT","Start Relative to Reference Time Point","Char","C66728",,"","Timing","Identifies the start of the observation as being before or after the sponsor-defined reference time point defined by variable --STTPT.","Perm"
"SDTMIG v3.2","24","Events","HO","HOSTTPT","Start Reference Time Point","Char","",,"","Timing","Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by STRTPT. Examples: ""2003-12-15"" or ""VISIT 1"".","Perm"
"SDTMIG v3.2","25","Events","HO","HOENRTPT","End Relative to Reference Time Point","Char","C66728",,"","Timing","Identifies the end of the event as being before or after the reference time point defined by variable HOENTPT.","Perm"
"SDTMIG v3.2","26","Events","HO","HOENTPT","End Reference Time Point","Char","",,"","Timing","Description or date/time in ISO 8601 character format of the reference point referred to by HOENRTPT. Examples: ""2003-12-25"" or ""VISIT 2"".","Perm"
"SDTMIG v3.2","1","Events","MH","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Events","MH","DOMAIN","Domain Abbreviation","Char","",,"MH","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Events","MH","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Events","MH","MHSEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Events","MH","MHGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain for a subject.","Perm"
"SDTMIG v3.2","6","Events","MH","MHREFID","Reference ID","Char","",,"","Identifier","Internal or external medical history identifier.","Perm"
"SDTMIG v3.2","7","Events","MH","MHSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a Medical History page.","Perm"
"SDTMIG v3.2","8","Events","MH","MHTERM","Reported Term for the Medical History","Char","",,"","Topic","Verbatim or preprinted CRF term for the medical condition or event.","Req"
"SDTMIG v3.2","9","Events","MH","MHMODIFY","Modified Reported Term","Char","",,"","Synonym Qualifier","If MHTERM is modified to facilitate coding, then MHMODIFY will contain the modified text.","Perm"
"SDTMIG v3.2","10","Events","MH","MHDECOD","Dictionary-Derived Term","Char","",,"","Synonym Qualifier","Dictionary-derived text description of MHTERM or MHMODIFY. Equivalent to the Preferred Term (PT in MedDRA). The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the define.xml external codelist attributes.","Perm"
"SDTMIG v3.2","11","Events","MH","MHCAT","Category for Medical History","Char","",,"","Grouping Qualifier","Used to define a category of related records. Examples: CARDIAC or GENERAL","Perm"
"SDTMIG v3.2","12","Events","MH","MHSCAT","Subcategory for Medical History","Char","",,"","Grouping Qualifier","A further categorization of the condition or event.","Perm"
"SDTMIG v3.2","13","Events","MH","MHPRESP","Medical History Event Pre-Specified","Char","C66742",,"","Variable Qualifier","A value of ""Y"" indicates that this medical history event was pre-specified on the CRF. Values are null for spontaneously reported events (i.e., those collected as free-text verbatim terms)","Perm"
"SDTMIG v3.2","14","Events","MH","MHOCCUR","Medical History Occurrence","Char","C66742",,"","Record Qualifier","Used when the occurrence of specific medical history conditions is solicited to indicate whether or not (Y/N) a medical condition (MHTERM) had ever occurred. Values are null for spontaneously reported events.","Perm"
